id,name,team,position,jersey,dob,age,western,chinese,chineseEnglish,chineseYearOnly,cnyDiffers,lifePath,lifePathDigitSum,natalCompound,yearsExp,college
00-0041065,Jeremiah Wright,NO,OL,65,2001-09-05,25,Virgo,Snake,Metal Snake,Snake,false,17/8,17/8,17/8,0,Auburn
00-0040643,Jonas Sanker,NO,DB,7,2002-11-23,23,Sagittarius,Horse,Water Horse,Horse,false,38/11,11,11,1,Virginia
00-0038588,Jordan Howden,NO,DB,31,2000-05-14,26,Taurus,Dragon,Metal Dragon,Dragon,false,21/3,12/3,12/3,3,Minnesota
00-0036253,Julian Blackmon,NO,DB,23,1998-08-24,28,Virgo,Tiger,Earth Tiger,Tiger,false,59/14/5,41/5,41/5,6,Utah
00-0034361,Justin Reid,NO,DB,21,1997-02-15,29,Aquarius,Ox,Fire Ox,Ox,false,43/7,34/7,34/7,8,Stanford
00-0036040,Juwan Johnson,NO,TE,83,1996-09-13,30,Virgo,Rat,Fire Rat,Rat,false,47/11,38/11,38/11,6,Oregon; Penn State
00-0035316,Kaden Elliss,NO,LB,55,1995-06-10,31,Gemini,Pig,Wood Pig,Pig,false,40/4,31/4,31/4,7,Idaho
00-0040125,Kelvin Banks Jr.,NO,OL,71,2004-03-10,22,Pisces,Monkey,Wood Monkey,Monkey,false,19/10/1,10/1,10/1,1,Texas
00-0037231,Kevin Austin Jr.,NO,WR,81,2000-03-30,26,Aries,Dragon,Metal Dragon,Dragon,false,35/8,8,8,4,Notre Dame
00-0039401,Khristian Boyd,NO,DL,97,2000-02-23,26,Pisces,Dragon,Metal Dragon,Dragon,false,27/9,9,9,2,Northern Iowa
00-0039860,Kool-Aid McKinstry,NO,DB,1,2002-09-30,23,Libra,Horse,Water Horse,Horse,false,43/7,16/7,16/7,2,Alabama
00-0037250,Martin Emerson,NO,DB,22,2000-09-27,25,Libra,Dragon,Metal Dragon,Dragon,false,38/11,20/2,20/2,4,Mississippi State
00-0040293,Michael Reid,NO,DB,42,2002-05-24,24,Gemini,Horse,Water Horse,Horse,false,33,15/6,15/6,1,South Dakota; Monmouth
00-0034760,Nathan Shepherd,NO,DL,93,1993-10-09,32,Libra,Rooster,Water Rooster,Rooster,false,41/5,32/5,32/5,8,Fort Hays; Simon Fraser
00-0035644,Noah Fant,NO,TE,87,1997-11-20,28,Scorpio,Ox,Fire Ox,Ox,false,57/12/3,30/3,30/3,7,Iowa
00-0041041,Oscar Delp,NO,TE,4,2003-08-04,23,Leo,Goat,Water Goat,Goat,false,17/8,17/8,17/8,0,Georgia
00-0036927,Pete Werner,NO,LB,20,1999-06-05,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,39/12/3,39/12/3,39/12/3,5,Ohio State
00-0040166,Quincy Riley,NO,DB,29,2001-05-26,25,Gemini,Snake,Metal Snake,Snake,false,34/7,16/7,16/7,1,Louisville; Middle Tennessee State
00-0037500,Ryan Wright,NO,P,17,2000-06-01,26,Gemini,Dragon,Metal Dragon,Dragon,false,9,9,9,4,Tulane
00-0034067,Scott Daly,NO,LS,46,1994-02-07,32,Aquarius,Rooster,Water Rooster,Dog,true,32/5,32/5,32/5,8,Notre Dame
00-0039376,Spencer Rattler,NO,QB,2,2000-09-28,25,Libra,Dragon,Metal Dragon,Dragon,false,39/12/3,21/3,21/3,2,South Carolina; Oklahoma
00-0039339,Taliese Fuaga,NO,OL,75,2002-04-05,24,Aries,Horse,Water Horse,Horse,false,13/4,13/4,13/4,2,Oregon State
00-0036973,Travis Etienne,NO,RB,3,1999-01-26,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,55/10/1,37/10/1,37/10/1,5,Clemson
00-0039518,Treyton Welch,NO,TE,82,2001-01-10,25,Capricorn,Dragon,Metal Dragon,Snake,true,14/5,5,5,2,Wyoming
00-0040743,Tyler Shough,NO,QB,6,1999-09-28,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,65/11,47/11,47/11,1,Louisville; Texas Tech; Oregon
00-0038541,Tyree Wilson,NO,LB,98,2000-05-20,26,Taurus,Dragon,Metal Dragon,Dragon,false,27/9,9,9,3,Texas Tech
00-0040642,Vernon Broughton,NO,DL,91,2001-07-15,25,Cancer,Snake,Metal Snake,Snake,false,25/7,16/7,16/7,1,Texas
00-0036535,Will Sherman,NO,OL,66,1999-05-27,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,60/6,42/6,42/6,5,Colorado
00-0034668,Aaron Stinnie,NYG,OL,64,1994-02-18,32,Aquarius,Dog,Wood Dog,Dog,false,43/7,34/7,34/7,8,James Madison
00-0040677,Abdul Carter,NYG,LB,3,2003-10-03,22,Libra,Goat,Water Goat,Goat,false,18/9,9,9,1,Penn State
00-0036386,Andrew Thomas,NYG,OL,78,1999-01-22,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,51/6,33,33,6,Georgia
00-0039821,Andru Phillips,NYG,DB,22,2001-11-30,24,Sagittarius,Snake,Metal Snake,Snake,false,44/8,8,8,2,Kentucky
00-0036587,Ar'Darius Washington,NYG,DB,24,1999-11-02,26,Scorpio,Rabbit,Earth Rabbit,Rabbit,false,41/5,32/5,32/5,5,TCU
00-0041509,Arvell Reese,NYG,LB,52,2005-08-30,21,Virgo,Rooster,Wood Rooster,Rooster,false,45/9,18/9,18/9,0,Ohio State
00-0039176,Basil Okoye,NYG,DL,99,2001-10-20,24,Libra,Snake,Metal Snake,Snake,false,33,6,6,3,
00-0041143,Ben Mann,NYG,LS,58,2002-07-06,24,Cancer,Horse,Water Horse,Horse,false,17/8,17/8,17/8,0,Boston College; Yale
00-0041095,Bobby Jamison-Travis,NYG,DL,97,2001-04-28,25,Taurus,Snake,Metal Snake,Snake,false,35/8,17/8,17/8,0,Auburn; Iowa Western CC
00-0035713,Brian Burns,NYG,LB,0,1998-04-23,28,Taurus,Tiger,Earth Tiger,Tiger,false,54/9,36/9,36/9,7,Florida State
00-0039446,Bryan Hudson,NYG,OL,60,2001-01-11,25,Capricorn,Dragon,Metal Dragon,Snake,true,15/6,6,6,2,Louisville
00-0040715,Cam Skattebo,NYG,RB,44,2002-02-05,24,Aquarius,Snake,Metal Snake,Horse,true,11,11,11,1,Arizona State; Sacramento State
00-0036982,Chauncey Golston,NYG,DL,57,1998-02-10,28,Aquarius,Tiger,Earth Tiger,Tiger,false,39/12/3,30/3,30/3,5,Iowa
00-0031484,Chris Manhertz,NYG,TE,85,1992-04-10,34,Aries,Monkey,Water Monkey,Monkey,false,35/8,26/8,26/8,11,Canisius College
00-0041462,Colton Hood,NYG,DB,12,2005-02-23,21,Pisces,Rooster,Wood Rooster,Rooster,false,32/5,14/5,14/5,0,Tennessee; Colorado; Auburn
00-0040694,Darius Alexander,NYG,DL,91,2000-08-26,26,Virgo,Dragon,Metal Dragon,Dragon,false,36/9,18/9,18/9,1,Toledo
00-0036309,Darnell Mooney,NYG,WR,17,1997-10-29,28,Scorpio,Ox,Fire Ox,Ox,false,65/11,38/11,38/11,6,Tulane
00-0039000,Deonte Banks,NYG,DB,2,2001-04-03,25,Aries,Snake,Metal Snake,Snake,false,10/1,10/1,10/1,3,Maryland
00-0035250,Devin Singletary,NYG,RB,26,1997-09-03,29,Virgo,Ox,Fire Ox,Ox,false,38/11,38/11,38/11,7,Florida Atlantic
00-0032424,DJ Reader,NYG,DL,98,1994-07-01,32,Cancer,Dog,Wood Dog,Dog,false,31/4,31/4,31/4,10,Clemson
00-0041145,Dominic Zvada,NYG,K,34,2003-10-25,22,Scorpio,Goat,Water Goat,Goat,false,40/4,13/4,13/4,0,Michigan; Arkansas State
00-0034248,Elijah Campbell,NYG,DB,28,1995-08-24,31,Virgo,Pig,Wood Pig,Pig,false,56/11,38/11,38/11,8,Northern Iowa
00-0041505,Francis Mauigoa,NYG,OL,65,2005-06-04,21,Gemini,Rooster,Wood Rooster,Rooster,false,17/8,17/8,17/8,0,Miami
00-0036996,Greg Newsome II,NYG,DB,20,2000-05-18,26,Taurus,Dragon,Metal Dragon,Dragon,false,25/7,16/7,16/7,5,Northwestern
00-0037838,Isaiah Likely,NYG,TE,9,2000-04-18,26,Aries,Dragon,Metal Dragon,Dragon,false,24/6,15/6,15/6,4,Coastal Carolina
00-0041101,J.C. Davis,NYG,OL,74,2003-10-09,22,Libra,Goat,Water Goat,Goat,false,24/6,15/6,15/6,0,Illinois; New Mexico; Contra Costa
00-0041102,Jack Kelly,NYG,LB,51,2003-01-02,23,Capricorn,Horse,Water Horse,Goat,true,8,8,8,0,BYU; Weber State
00-0031503,Jameis Winston,NYG,QB,19,1994-01-06,32,Capricorn,Rooster,Water Rooster,Dog,true,30/3,30/3,30/3,11,Florida State
00-0036502,Jason Pinnock,NYG,DB,25,1999-06-30,27,Cancer,Rabbit,Earth Rabbit,Rabbit,false,64/10/1,37/10/1,37/10/1,5,Pittsburgh
00-0040691,Jaxson Dart,NYG,QB,6,2003-05-13,23,Taurus,Goat,Water Goat,Goat,false,23/5,14/5,14/5,1,Mississippi; USC
00-0033290,Jermaine Eluemunor,NYG,OL,72,1994-12-13,31,Sagittarius,Dog,Wood Dog,Dog,false,48/12/3,30/3,30/3,9,Texas A&M; Lackawanna JC
00-0036998,Jevon Holland,NYG,DB,8,2000-03-03,26,Pisces,Dragon,Metal Dragon,Dragon,false,8,8,8,5,Oregon
00-0039019,John Michael Schmitz,NYG,OL,61,1999-04-19,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,51/6,42/6,42/6,3,Minnesota
00-0036246,Jon Runyan,NYG,OL,76,1997-08-08,29,Leo,Ox,Fire Ox,Ox,false,42/6,42/6,42/6,6,Michigan
00-0038094,Jordan Stout,NYG,P,15,1998-08-04,28,Leo,Tiger,Earth Tiger,Tiger,false,39/12/3,39/12/3,39/12/3,4,Penn State
00-0033347,Josh Tupou,NYG,DL,94,1994-05-02,32,Taurus,Dog,Wood Dog,Dog,false,30/3,30/3,30/3,9,Colorado
00-0037611,Kayvon Thibodeaux,NYG,LB,5,2000-12-15,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,29/11,11,11,4,Oregon
00-0041042,Malachi Fields,NYG,WR,88,2003-08-26,23,Virgo,Goat,Water Goat,Goat,false,39/12/3,21/3,21/3,0,Notre Dame; Virginia
00-0039337,Malik Nabers,NYG,WR,1,2003-07-28,23,Leo,Goat,Water Goat,Goat,false,40/4,22,22,2,LSU
00-0040181,Marcus Mbow,NYG,OL,71,2003-04-02,23,Aries,Goat,Water Goat,Goat,false,11,11,11,1,Purdue
00-0037259,Micah McFadden,NYG,LB,41,2000-01-03,26,Capricorn,Rabbit,Earth Rabbit,Dragon,true,6,6,6,4,Indiana
00-0036893,Najee Harris,NYG,RB,23,1998-03-09,28,Pisces,Tiger,Earth Tiger,Tiger,false,39/12/3,39/12/3,39/12/3,5,Alabama
00-0038986,Nic Jones,NYG,DB,31,2001-10-15,24,Libra,Snake,Metal Snake,Snake,false,28/10/1,10/1,10/1,3,Ball State
00-0040471,Nikko Reed,NYG,DB,46,2003-03-03,23,Pisces,Goat,Water Goat,Goat,false,11,11,11,1,Oregon; Colorado
00-0031235,Odell Beckham Jr.,NYG,WR,13,1992-11-05,33,Scorpio,Monkey,Water Monkey,Monkey,false,37/10/1,28/10/1,28/10/1,12,LSU
00-0033376,Patrick Ricard,NYG,RB,45,1994-05-27,32,Gemini,Dog,Wood Dog,Dog,false,55/10/1,37/10/1,37/10/1,9,Maine
00-0031270,Shelby Harris,NYG,DL,93,1991-08-11,35,Leo,Goat,Metal Goat,Goat,false,39/12/3,30/3,30/3,12,Illinois State; Wisconsin
00-0039847,Theo Johnson,NYG,TE,84,2001-02-26,25,Pisces,Snake,Metal Snake,Snake,false,31/4,13/4,13/4,2,Penn State
00-0040225,Thomas Fidone II,NYG,TE,86,2002-09-20,24,Virgo,Horse,Water Horse,Horse,false,33,15/6,15/6,1,Nebraska
00-0034673,Tremaine Edmunds,NYG,LB,49,1998-05-02,28,Taurus,Tiger,Earth Tiger,Tiger,false,34/7,34/7,34/7,8,Virginia Tech
00-0039861,Tyler Nubin,NYG,DB,27,2001-06-14,25,Gemini,Snake,Metal Snake,Snake,false,23/5,14/5,14/5,2,Minnesota
00-0039384,Tyrone Tracy Jr.,NYG,RB,29,1999-11-23,26,Sagittarius,Rabbit,Earth Rabbit,Rabbit,false,62/8,35/8,35/8,2,Purdue; Iowa
00-0038399,Zaire Barnes,NYG,LB,46,1999-09-03,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,40/4,40/4,40/4,3,Western Michigan
00-0039890,Adonai Mitchell,NYJ,WR,15,2002-10-08,23,Libra,Horse,Water Horse,Horse,false,22,13/4,13/4,2,Texas; Georgia
00-0036941,Andre Cisco,NYJ,DB,8,2000-03-23,26,Aries,Dragon,Metal Dragon,Dragon,false,28/10/1,10/1,10/1,5,Syracuse
00-0034959,Andrew Beck,NYJ,RB,47,1996-05-15,30,Taurus,Rat,Fire Rat,Rat,false,45/9,36/9,36/9,7,Texas
00-0040582,Arian Smith,NYJ,WR,82,2001-10-11,24,Libra,Snake,Metal Snake,Snake,false,24/6,6,6,1,Georgia
00-0040123,Armand Membou,NYJ,OL,70,2004-03-27,22,Aries,Monkey,Wood Monkey,Monkey,false,36/9,18/9,18/9,1,Missouri
00-0039634,Austin McNamara,NYJ,P,14,2001-02-24,25,Pisces,Snake,Metal Snake,Snake,false,29/11,11,11,2,Texas Tech
00-0040133,Azareye'h Thomas,NYJ,DB,1,2004-07-06,22,Cancer,Monkey,Wood Monkey,Monkey,false,19/10/1,19/10/1,19/10/1,1,Florida State
00-0039794,Braelon Allen,NYJ,RB,0,2004-01-20,22,Aquarius,Goat,Water Goat,Monkey,true,27/9,9,9,2,Wisconsin
00-0039284,Braiden McGregor,NYJ,LB,55,2001-07-12,25,Cancer,Snake,Metal Snake,Snake,false,22,13/4,13/4,2,Michigan
00-0036987,Brandon Stephens,NYJ,DB,21,1997-12-29,28,Capricorn,Ox,Fire Ox,Ox,false,67/13/4,40/4,40/4,5,SMU; UCLA
00-0038120,Breece Hall,NYJ,RB,20,2001-05-31,25,Gemini,Snake,Metal Snake,Snake,false,39/12/3,12/3,12/3,4,Iowa State
00-0041056,Cade Klubnik,NYJ,QB,10,2003-10-10,22,Libra,Goat,Water Goat,Goat,false,25/7,7,7,0,Clemson
00-0034768,Chukwuma Okorafor,NYJ,OL,79,1997-08-08,29,Leo,Ox,Fire Ox,Ox,false,42/6,42/6,42/6,8,Western Michigan
00-0038123,Dane Belton,NYJ,DB,6,2000-12-07,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,21/3,12/3,12/3,4,Iowa
00-0041549,Darrell Jackson Jr.,NYJ,DL,95,2003-04-28,23,Taurus,Goat,Water Goat,Goat,false,37/10/1,19/10/1,19/10/1,0,Florida State; Maryland
00-0041026,David Bailey,NYJ,LB,31,2003-08-28,23,Virgo,Goat,Water Goat,Goat,false,41/5,23/5,23/5,0,Texas Tech; Stanford
00-0033051,David Onyemata,NYJ,DL,93,1992-11-13,33,Scorpio,Monkey,Water Monkey,Monkey,false,45/9,27/9,27/9,10,Manitoba (Canada)
00-0029607,Demario Davis,NYJ,LB,56,1989-01-11,37,Capricorn,Dragon,Earth Dragon,Snake,true,39/12/3,30/3,30/3,14,Arkansas State
00-0037255,Dylan Parham,NYJ,OL,64,1999-08-24,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,60/6,42/6,42/6,4,Memphis
00-0040186,Francisco Mauigoa,NYJ,LB,51,2003-03-17,23,Pisces,Goat,Water Goat,Goat,false,25/7,16/7,16/7,1,Miami; Washington State
00-0037740,Garrett Wilson,NYJ,WR,5,2000-07-22,26,Cancer,Dragon,Metal Dragon,Dragon,false,31/4,13/4,13/4,4,Ohio State
00-0030565,Geno Smith,NYJ,QB,7,1990-10-10,35,Libra,Horse,Metal Horse,Horse,false,39/12/3,21/3,21/3,13,West Virginia
00-0034782,Harrison Phillips,NYJ,DL,97,1996-01-25,30,Aquarius,Pig,Wood Pig,Rat,true,51/6,33,33,8,Stanford
00-0039798,Isaiah Davis,NYJ,RB,32,2002-02-21,24,Pisces,Horse,Water Horse,Horse,false,27/9,9,9,2,South Dakota State
00-0039451,Isaiah Williams,NYJ,WR,18,2001-01-29,25,Aquarius,Snake,Metal Snake,Snake,false,33,15/6,15/6,2,Illinois
00-0036500,Jamien Sherwood,NYJ,LB,44,2000-01-12,26,Capricorn,Rabbit,Earth Rabbit,Dragon,true,15/6,6,6,5,Auburn
00-0039372,Jarvis Brownlee Jr.,NYJ,DB,2,2001-07-13,25,Cancer,Snake,Metal Snake,Snake,false,23/5,14/5,14/5,2,Louisville; Florida
00-0034794,Jason Sanders,NYJ,K,19,1995-11-16,30,Scorpio,Pig,Wood Pig,Pig,false,51/6,33,33,8,New Mexico
00-0037755,Jelani Woods,NYJ,TE,86,1998-10-09,27,Libra,Tiger,Earth Tiger,Tiger,false,46/10/1,37/10/1,37/10/1,4,Virginia
00-0037805,Jeremy Ruckert,NYJ,TE,89,2000-08-11,26,Leo,Dragon,Metal Dragon,Dragon,false,21/3,12/3,12/3,4,Ohio State
00-0039145,Joe Tippmann,NYJ,OL,66,2001-03-24,25,Aries,Snake,Metal Snake,Snake,false,30/3,12/3,12/3,3,Wisconsin
00-0040397,Jordan Clark,NYJ,DB,33,2001-04-22,25,Taurus,Snake,Metal Snake,Snake,false,29/11,11,11,1,Notre Dame; Arizona State
00-0036604,Jordan Meredith,NYJ,OL,67,1998-01-04,28,Capricorn,Ox,Fire Ox,Tiger,true,32/5,32/5,32/5,5,Western Kentucky
00-0036622,Josh Myers,NYJ,OL,71,1998-07-16,28,Cancer,Tiger,Earth Tiger,Tiger,false,50/5,41/5,41/5,5,Ohio State
00-0039431,Jowon Briggs,NYJ,DL,91,2001-09-01,25,Virgo,Snake,Metal Snake,Snake,false,13/4,13/4,13/4,2,Cincinnati; Virginia
00-0041032,Kenyon Sadiq,NYJ,TE,16,2005-03-04,21,Pisces,Rooster,Wood Rooster,Rooster,false,14/5,14/5,14/5,0,Oregon
00-0037083,Kingsley Enagbare,NYJ,LB,52,2000-01-18,26,Capricorn,Rabbit,Earth Rabbit,Dragon,true,21/3,12/3,12/3,4,South Carolina
00-0040165,Malachi Moore,NYJ,DB,27,2001-09-13,25,Virgo,Snake,Metal Snake,Snake,false,25/7,16/7,16/7,1,Alabama
00-0037526,Marcelino McCrary-Ball,NYJ,LB,41,1999-03-23,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,54/9,36/9,36/9,4,Indiana
00-0040736,Mason Taylor,NYJ,TE,85,2004-05-08,22,Taurus,Monkey,Wood Monkey,Monkey,false,19/10/1,19/10/1,19/10/1,1,LSU
00-0038114,Max Mitchell,NYJ,OL,61,1999-10-12,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,50/5,32/5,32/5,4,Louisiana-Lafayette
00-0036986,Nahshon Wright,NYJ,DB,26,1998-09-23,27,Libra,Tiger,Earth Tiger,Tiger,false,59/14/5,41/5,41/5,5,Oregon State
00-0039790,Olumuyiwa Fashanu,NYJ,OL,74,2002-12-09,23,Sagittarius,Horse,Water Horse,Horse,false,25/7,16/7,16/7,2,Penn State
00-0039789,Qwan'tez Stiggers,NYJ,DB,37,2002-01-08,24,Capricorn,Snake,Metal Snake,Horse,true,13/4,13/4,13/4,2,
00-0039886,T'Vondre Sweat,NYJ,DL,99,2001-07-11,25,Cancer,Snake,Metal Snake,Snake,false,21/3,12/3,12/3,2,Texas
00-0033260,Thomas Hennessy,NYJ,LS,42,1994-06-11,32,Gemini,Dog,Wood Dog,Dog,false,40/4,31/4,31/4,9,Duke
00-0035617,Troy Reeder,NYJ,LB,50,1994-09-13,32,Virgo,Dog,Wood Dog,Dog,false,45/9,36/9,36/9,7,Delaware
00-0039142,Will McDonald IV,NYJ,LB,9,1999-06-04,27,Gemini,Rabbit,Earth Rabbit,Rabbit,false,38/11,38/11,38/11,3,Iowa State
00-0036192,A.J. Epenesa,PHI,DL,57,1998-09-15,28,Virgo,Tiger,Earth Tiger,Tiger,false,51/6,42/6,42/6,6,Iowa
00-0040749,Andrew Mukuba,PHI,DB,24,2002-12-07,23,Sagittarius,Horse,Water Horse,Horse,false,23/5,14/5,14/5,1,Texas; Clemson
00-0027973,Andy Dalton,PHI,QB,14,1987-10-29,38,Scorpio,Rabbit,Fire Rabbit,Rabbit,false,64/10/1,37/10/1,37/10/1,15,TCU
00-0038116,Arnold Ebiketie,PHI,LB,17,1999-01-23,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,52/7,34/7,34/7,4,Penn State
00-0036313,Braden Mann,PHI,P,10,1997-11-24,28,Sagittarius,Ox,Fire Ox,Ox,false,61/7,34/7,34/7,6,Texas A&M
00-0037132,Britain Covey,PHI,WR,85,1997-03-18,29,Pisces,Ox,Fire Ox,Ox,false,47/11,38/11,38/11,4,Utah
00-0038978,Byron Young,PHI,DL,94,2000-11-10,25,Scorpio,Dragon,Metal Dragon,Dragon,false,23/5,5,5,3,Alabama
00-0038112,Cam Jurgens,PHI,OL,51,1999-08-21,27,Leo,Rabbit,Earth Rabbit,Rabbit,false,57/12/3,39/12/3,39/12/3,4,Nebraska
00-0039841,Cooper DeJean,PHI,DB,33,2003-02-09,23,Aquarius,Goat,Water Goat,Goat,false,16/7,16/7,16/7,2,Iowa
00-0034351,Dallas Goedert,PHI,TE,88,1995-01-03,31,Capricorn,Dog,Wood Dog,Pig,true,28/10/1,28/10/1,28/10/1,8,South Dakota State
00-0040024,Darius Cooper,PHI,WR,80,2001-11-22,24,Sagittarius,Snake,Metal Snake,Snake,false,36/9,9,9,1,Tarleton State
00-0036912,DeVonta Smith,PHI,WR,6,1998-11-14,27,Scorpio,Tiger,Earth Tiger,Tiger,false,52/7,34/7,34/7,5,Alabama
00-0038393,Dontayvion Wicks,PHI,WR,13,2001-06-16,25,Gemini,Snake,Metal Snake,Snake,false,25/7,16/7,16/7,3,Virginia
00-0040587,Drew Kendall,PHI,OL,66,2001-11-27,24,Sagittarius,Snake,Metal Snake,Snake,false,41/5,14/5,14/5,1,Boston College
00-0038498,E.J. Jenkins,PHI,TE,84,1998-11-03,27,Scorpio,Tiger,Earth Tiger,Tiger,false,41/5,32/5,32/5,3,Georgia Tech; South Carolina; St. Francis PA
00-0034951,Fred Johnson,PHI,OL,74,1997-06-05,29,Gemini,Ox,Fire Ox,Ox,false,37/10/1,37/10/1,37/10/1,7,Florida
00-0033787,Jake Elliott,PHI,K,4,1995-01-21,31,Aquarius,Dog,Wood Dog,Pig,true,46/10/1,28/10/1,28/10/1,9,Memphis
00-0038386,Jalen Carter,PHI,DL,98,2001-04-04,25,Aries,Snake,Metal Snake,Snake,false,11,11,11,3,Georgia
00-0036389,Jalen Hurts,PHI,QB,1,1998-08-07,28,Leo,Tiger,Earth Tiger,Tiger,false,42/6,42/6,42/6,6,Oklahoma; Alabama
00-0039740,Jalyx Hunt,PHI,LB,58,2001-03-13,25,Pisces,Snake,Metal Snake,Snake,false,19/10/1,10/1,10/1,2,Houston Christian University; Cornell
00-0039826,Jeremiah Trotter Jr.,PHI,LB,54,2002-12-24,23,Capricorn,Horse,Water Horse,Horse,false,40/4,13/4,13/4,2,Clemson
00-0040708,Jihaad Campbell,PHI,LB,11,2004-02-24,22,Pisces,Monkey,Wood Monkey,Monkey,false,32/5,14/5,14/5,1,Alabama
00-0033246,Johnny Mundt,PHI,TE,83,1994-11-23,31,Sagittarius,Dog,Wood Dog,Dog,false,57/12/3,30/3,30/3,9,Oregon
00-0032580,Jonathan Jones,PHI,DB,31,1993-09-20,33,Virgo,Rooster,Water Rooster,Rooster,false,51/6,33,33,10,Auburn
00-0037073,Jordan Davis,PHI,DL,90,2000-01-12,26,Capricorn,Rabbit,Earth Rabbit,Dragon,true,15/6,6,6,4,Georgia
00-0034429,Jordan Mailata,PHI,OL,68,1997-03-31,29,Aries,Ox,Fire Ox,Ox,false,60/6,33,33,8,
00-0039140,Kelee Ringo,PHI,DB,7,2002-06-27,24,Cancer,Horse,Water Horse,Horse,false,37/10/1,19/10/1,19/10/1,3,Georgia
00-0030561,Lane Johnson,PHI,OL,65,1990-05-08,36,Taurus,Horse,Metal Horse,Horse,false,32/5,32/5,32/5,13,Oklahoma; Kilgore
00-0040071,Mac McWilliams,PHI,DB,22,2001-11-29,24,Sagittarius,Snake,Metal Snake,Snake,false,43/7,16/7,16/7,1,UCF; UAB
00-0040867,Makai Lemon,PHI,WR,9,2004-06-02,22,Gemini,Monkey,Wood Monkey,Monkey,false,14/5,14/5,14/5,0,USC
00-0034993,Marcus Epps,PHI,DB,29,1996-01-27,30,Aquarius,Pig,Wood Pig,Rat,true,53/8,35/8,35/8,7,Wyoming
00-0041554,Markel Bell,PHI,OL,72,2004-07-19,22,Cancer,Monkey,Wood Monkey,Monkey,false,32/5,23/5,23/5,0,Miami; Holmes County JC
00-0035662,Marquise Brown,PHI,WR,0,1997-06-04,29,Gemini,Ox,Fire Ox,Ox,false,36/9,36/9,36/9,7,Oklahoma; College of the Canyons
00-0040923,Maximus Pulley,PHI,DB,36,2002-09-11,24,Virgo,Horse,Water Horse,Horse,false,24/6,15/6,15/6,0,Wofford; Western Kentucky
00-0036501,Michael Carter II,PHI,DB,35,1999-03-08,27,Pisces,Rabbit,Earth Rabbit,Rabbit,false,39/12/3,39/12/3,39/12/3,5,Duke
00-0038412,Moro Ojomo,PHI,DL,97,2001-08-15,25,Leo,Snake,Metal Snake,Snake,false,26/8,17/8,17/8,3,Texas
00-0039013,Nolan Smith,PHI,LB,3,2001-01-18,25,Capricorn,Dragon,Metal Dragon,Snake,true,22,13/4,13/4,3,Georgia
00-0039888,Quinyon Mitchell,PHI,DB,27,2001-07-18,25,Cancer,Snake,Metal Snake,Snake,false,28/10/1,19/10/1,19/10/1,2,Toledo
00-0037079,Riq Woolen,PHI,DB,2,1999-05-02,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,35/8,35/8,35/8,4,Texas-San Antonio
00-0040925,Rocco Underwood,PHI,LS,41,2002-08-14,24,Leo,Horse,Water Horse,Horse,false,26/8,17/8,17/8,0,Florida
00-0034844,Saquon Barkley,PHI,RB,26,1997-02-09,29,Aquarius,Ox,Fire Ox,Ox,false,37/10/1,37/10/1,37/10/1,8,Penn State
00-0040013,Smael Mondon Jr.,PHI,LB,42,2003-02-13,23,Aquarius,Goat,Water Goat,Goat,false,20/2,11,11,1,Georgia
00-0038555,Tank Bigsby,PHI,RB,8,2002-08-30,24,Virgo,Horse,Water Horse,Horse,false,42/6,15/6,15/6,3,Auburn
00-0040662,Ty Robinson,PHI,DL,95,2001-05-03,25,Taurus,Snake,Metal Snake,Snake,false,11,11,11,1,Nebraska
00-0039001,Tyler Steen,PHI,OL,56,2000-06-24,26,Cancer,Dragon,Metal Dragon,Dragon,false,32/5,14/5,14/5,3,Alabama; Vanderbilt
00-0039746,Will Shipley,PHI,RB,28,2002-08-29,24,Virgo,Horse,Water Horse,Horse,false,41/5,23/5,23/5,2,Clemson
00-0040631,Willie Lampkin,PHI,OL,61,2002-01-22,24,Aquarius,Snake,Metal Snake,Horse,true,27/9,9,9,1,North Carolina; Coastal Carolina
00-0036418,Zack Baun,PHI,LB,53,1996-12-30,29,Capricorn,Rat,Fire Rat,Rat,false,67/13/4,31/4,31/4,6,Wisconsin
00-0023459,Aaron Rodgers,PIT,QB,8,1983-12-02,42,Sagittarius,Pig,Water Pig,Pig,false,35/8,26/8,26/8,21,California; Butte College
00-0036333,Alex Highsmith,PIT,LB,56,1997-08-07,29,Leo,Ox,Fire Ox,Ox,false,41/5,41/5,41/5,6,Charlotte
